port_index,portname,prttype,prtsize,status,iso3,port_lat,port_long,unique_port_identifier,country
27.0,Tijuana,Sea,Small,Unknown,MEX,32.47960000000001,-117.12199999999987,Tijuana (27.0),Mexico
28.0,Jose Ignacio Terminal,Sea,Very Small,Unknown,URY,-34.8966,-54.7083,Jose Ignacio Terminal (28.0),Uruguay
31.0,Porto Foxi (Sarroch),Sea,Unknown,Unknown,ITA,39.090200000000564,9.016899999999971,Porto Foxi (Sarroch) (31.0),Italy
46.0,Liege (Luik),Sea,Unknown,Unknown,BEL,50.628700000000066,5.57709999999998,Liege (Luik) (46.0),Belgium
48.0,Cossack Pioneer,Sea,Unknown,Unknown,AUS,-19.582400000000003,116.451,Cossack Pioneer (48.0),Australia
49.0,Des Plaines,Sea,Unknown,Open,USA,29.935099999999792,-90.3613999999984,Des Plaines (49.0),United States of America
50.0,Oakhamness,Sea,Unknown,Unknown,GBR,51.42430000000285,0.6204999999999934,Oakhamness (50.0),U.K. of Great Britain & Northern Ireland
51.0,Hunterston,Sea,Unknown,Unknown,GBR,55.689099999999726,-4.871599999999967,Hunterston (51.0),U.K. of Great Britain and Northern Ireland
52.0,Faslane,Sea,Unknown,Unknown,GBR,56.06670000000062,-4.825799999999893,Faslane (52.0),U.K. of Great Britain and Northern Ireland
53.0,Palma Mallorca,Sea,Unknown,Unknown,ESP,39.560500000000054,2.629699999999959,Palma Mallorca (53.0),Spain
55.0,Sendai,Sea,Unknown,Unknown,JPN,38.27449999999977,141.005999999999,Sendai (55.0),Japan
59.0,Lajes,Sea,Unknown,Unknown,PRT,39.37750000000004,-31.181399999999986,Lajes (59.0),Azores Islands
60.0,Mesaieed,Unknown,Very Small,Open,QAT,24.916400000000046,51.565699999999985,Mesaieed (60.0),Qatar
62.0,South Riding Point,Sea,Very Small,Unknown,BHS,26.619,-78.2411,South Riding Point (62.0),Bahamas
63.0,Woodlands,Sea,Unknown,Unknown,SGP,1.427930000000002,103.68800000000009,Woodlands (63.0),Singapore
64.0,Aioi,Sea,Unknown,Unknown,JPN,34.786699999998234,134.46100000000564,Aioi (64.0),Japan
65.0,Mukho,Sea,Unknown,Unknown,KOR,37.547299999999225,129.12099999999924,Mukho (65.0),Republic of Korea
67.0,Tuxpan,Sea,Medium,Unknown,MEX,20.9605,-97.40430000000002,Tuxpan (67.0),Mexico
71.0,Sidi Kerir,Sea,Very Small,Open,EGY,31.054399999999994,29.67229999999998,Sidi Kerir (71.0),Egypt
72.0,Stignaesvaerkets Havn,Sea,Unknown,Unknown,DNK,55.221299999999346,11.250099999999977,Stignaesvaerkets Havn (72.0),Denmark
75.0,Inkoo,Sea,Unknown,Unknown,FIN,59.997500000000095,23.924500000000055,Inkoo (75.0),Finland
78.0,Bandar Abbas,Sea,Medium,Open,IRN,27.144900000000003,56.1911,Bandar Abbas (78.0),Iran (Islamic Republic of)
79.0,Forno,Sea,Unknown,Unknown,BRA,-22.9605,-42.0109,Forno (79.0),Brazil
80.0,Kalecik,Sea,Unknown,Open,CYP,35.316899999999876,33.97450000000002,Kalecik (80.0),Cyprus
83.0,Lingah,Sea,Very Small,Open,IRN,26.56260000000007,54.885900000000156,Lingah (83.0),Iran  (Islamic Republic of)
85.0,Hibiki,Sea,Unknown,Open,JPN,33.9355,130.773,Hibiki (85.0),Japan
87.0,Juaymah Terminal,Sea,Unknown,Unknown,SAU,26.92899999999999,50.05349999999999,Juaymah Terminal (87.0),Saudi Arabia
88.0,Tembladora,Sea,Small,Unknown,TTO,10.67819999999999,-61.5816000000005,Tembladora (88.0),Trinidad and Tobago
89.0,Haydarpasa,Sea,Medium,Unknown,TUR,41.00059999999964,29.02950000000022,Haydarpasa (89.0),Turkey
90.0,Foca,Sea,Unknown,Unknown,TUR,38.7475,26.9029,Foca (90.0),Turkey
91.0,St Thomas Island,Sea,Very Small,Unknown,VIR,18.343800000000083,-64.94049999999774,St Thomas Island (91.0),United States Virgin Islands
94.0,Zayed,Sea,Medium,Open,ARE,24.52579999999986,54.3774999999995,Zayed (94.0),United Arab Emirates
96.0,Jiangyin,Sea,Unknown,Unknown,CHN,31.91129999999878,120.2029999999843,Jiangyin (96.0),China
99.0,Pointe A La Hache,Sea,Unknown,Open,USA,29.603199999999827,-89.85070000000012,Pointe A La Hache (99.0),United States of America
101.0,Antwerp,Unknown,Unknown,Unknown,BEL,51.233299999999886,4.466669999999951,Antwerp (101.0),Belgium
102.0,Navarino,Sea,Unknown,Unknown,GRC,36.9209,21.6961,Navarino (102.0),Greece
106.0,Malta (Valetta),Sea,Unknown,Unknown,MLT,35.89549999999942,14.514699999999822,Malta (Valetta) (106.0),Malta
109.0,Za'Farana,Sea,Very Small,Open,EGY,29.114500000000007,32.6617,Za'Farana (109.0),Egypt
117.0,Northville (Riverhead),Sea,Unknown,Open,USA,40.98049999999996,-72.64289999999994,Northville (Riverhead) (117.0),United States of America
120.0,Fraser Mills,Sea,Unknown,Open,CAN,49.1977999999964,-122.908999999995,Fraser Mills (120.0),Canada
121.0,Berville,Sea,Unknown,Unknown,FRA,49.43619999999918,0.36189999999999584,Berville (121.0),France
123.0,Norsworthy,Sea,Unknown,Open,USA,29.741100000004504,-95.19279999998705,Norsworthy (123.0),United States of America
124.0,Hamaroy,Sea,Unknown,Unknown,NOR,68.04930000000016,15.75550000000007,Hamaroy (124.0),Norway
125.0,Melilli,Sea,Unknown,Unknown,ITA,37.10989999999997,15.25990000000001,Melilli (125.0),Italy
126.0,Studstrupvaerkets Havn,Sea,Unknown,Unknown,DNK,56.25119999999988,10.355299999999964,Studstrupvaerkets Havn (126.0),Denmark
127.0,Nowy Port,Sea,Unknown,Unknown,POL,54.42040000000052,18.613699999999906,Nowy Port (127.0),Poland
128.0,Thira,Sea,Unknown,Unknown,GRC,36.38490000000001,25.429900000000057,Thira (128.0),Greece
130.0,Ras Laffan,Sea,Unknown,Open,QAT,25.91089999999999,51.580399999999905,Ras Laffan (130.0),Qatar
134.0,Ras Zubbaya,Unknown,Very Small,Unknown,ARE,24.319700000000008,54.134299999999996,Ras Zubbaya (134.0),United Arab Emirates
141.0,Port Kelang,Sea,Unknown,Unknown,MYS,3.00093,101.382,Port Kelang (141.0),Malaysia
143.0,Henjam,Sea,Unknown,Unknown,IRN,26.7157,55.9027,Henjam (143.0),Iran  (Islamic Republic of)
144.0,Okayama,Sea,Unknown,Unknown,JPN,34.6054,133.981,Okayama (144.0),Japan
148.0,Banten,Sea,Medium,Open,IDN,-6.013749999999853,105.95800000000173,Banten (148.0),Indonesia
149.0,Ain Sukhna,Sea,Very Small,Open,EGY,29.519399999999997,32.39290000000003,Ain Sukhna (149.0),Egypt
150.0,Rothesay,Sea,Unknown,Unknown,GBR,55.83690000000012,-4.401600000000006,Rothesay (150.0),U.K. of Great Britain and Northern Ireland
151.0,Port Huron,Lake,Unknown,Open,CAN,42.9799,-82.42060000000001,Port Huron (151.0),United States of America
152.0,Patterson,Sea,Unknown,Open,USA,48.140899999998986,-123.41599999999808,Patterson (152.0),United States of America
153.0,Stanlow,Sea,Unknown,Unknown,GBR,53.2934999999998,-2.8637000000000388,Stanlow (153.0),U.K. of Great Britain & Northern Ireland
154.0,Porvoo,Sea,Unknown,Unknown,FIN,60.299899999999106,25.5515000000007,Porvoo (154.0),Finland
155.0,Misumi,Sea,Unknown,Unknown,JPN,32.601,130.47499999999994,Misumi (155.0),Japan
156.0,Oshima,Sea,Unknown,Unknown,JPN,34.74980000000003,139.357,Oshima (156.0),Japan
161.0,Trinidad,Sea,Very Small,Unknown,TTO,10.654400000000118,-61.5273000000009,Trinidad (161.0),Trinidad and Tobago
164.0,Gulluk,Sea,Small,Unknown,TUR,37.2619,27.6117,Gulluk (164.0),Turkey
166.0,Chennai,Sea,Large,Unknown,IND,13.098499999999973,80.29709999999986,Chennai (166.0),India
173.0,Montoir,Unknown,Unknown,Unknown,FRA,47.283299999999926,-1.8333299999999935,Montoir (173.0),France
176.0,Sevilla (Seville),Sea,Unknown,Unknown,ESP,37.36980000000036,-5.991900000000054,Sevilla (Seville) (176.0),Spain
179.0,Bremerton,Sea,Unknown,Open,USA,47.5473,-122.66499999999998,Bremerton (179.0),United States of America
181.0,Hongai,Sea,Very Small,Open,VNM,20.948300000000014,107.07900000000029,Hongai (181.0),Viet Nam
184.0,Lachine,Sea,Unknown,Open,CAN,45.41650000000082,-73.64519999999959,Lachine (184.0),Canada
185.0,Trois-Rivieres (Three Rivers),Sea,Unknown,Open,CAN,46.3632,-72.552,Trois-Rivieres (Three Rivers) (185.0),Canada
188.0,Lindesnes,Sea,Unknown,Unknown,NOR,57.98510000000007,7.039499999999976,Lindesnes (188.0),Norway
190.0,Eemshaven,Sea,Unknown,Unknown,NLD,53.448100000002526,6.822100000000437,Eemshaven (190.0),Netherlands
192.0,Kashima,Sea,Unknown,Open,JPN,35.92770000000016,140.6999999999985,Kashima (192.0),Japan
194.0,Sour,Sea,Very Small,Open,LBN,33.2744,35.1954,Sour (194.0),Lebanon
199.0,Malongo,Sea,Unknown,Open,AGO,-5.396060000000028,12.194000000000187,Malongo (199.0),Angola
201.0,Xingang,Unknown,Unknown,Unknown,CHN,38.99059999999973,117.72100000000002,Xingang (201.0),China
203.0,Higashi-Harima,Sea,Unknown,Open,JPN,34.71549999999734,134.83799999999079,Higashi-Harima (203.0),Japan
204.0,Labuan,Sea,Unknown,Unknown,MYS,5.274730000000001,115.25299999999999,Labuan (204.0),Malaysia
205.0,Butzfleth,Sea,Unknown,Unknown,DEU,53.650800000002164,9.516100000000417,Butzfleth (205.0),Germany
206.0,Brevik,Sea,Unknown,Unknown,NOR,59.05319999999821,9.699699999999817,Brevik (206.0),Norway
210.0,Pyongtaek,Sea,Unknown,Unknown,KOR,36.89130000000127,126.3949999999963,Pyongtaek (210.0),Republic of Korea
215.0,Wemyss Bay,Sea,Unknown,Unknown,GBR,55.839699999999404,-5.054700000000052,Wemyss Bay (215.0),U.K. of Great Britain and Northern Ireland
216.0,Clydeport,Sea,Unknown,Unknown,GBR,55.851,-4.2428,Clydeport (216.0),U.K. of Great Britain and Northern Ireland
217.0,Barrow Island,Sea,Unknown,Unknown,AUS,-20.861099999999993,115.42099999999992,Barrow Island (217.0),Australia
218.0,Moskenes,Sea,Unknown,Unknown,NOR,67.9998000000002,13.164499999999942,Moskenes (218.0),Norway
219.0,Ramfjordnes,Sea,Unknown,Unknown,NOR,69.52409999999685,19.040900000002587,Ramfjordnes (219.0),Norway
220.0,Dingle,Sea,Unknown,Unknown,GBR,53.384100000000004,-2.4797,Dingle (220.0),U.K. of Great Britain and Northern Ireland
221.0,Port Taranaki,Sea,Unknown,Unknown,NZL,-39.06089999999996,174.02700000000002,Port Taranaki (221.0),New Zealand
222.0,Marsden Point,Sea,Unknown,Unknown,NZL,-35.751,174.34900000000002,Marsden Point (222.0),New Zealand
223.0,Douglas,Sea,Unknown,Unknown,TUR,54.158000000000115,-4.480599999999992,Douglas (223.0),Isle of Man
224.0,Europoort (Europort),Sea,Unknown,Unknown,NLD,51.949699999997456,4.098899999998156,Europoort (Europort) (224.0),Netherlands
226.0,Zhangzhou,Sea,Unknown,Unknown,CHN,24.409500000001124,118.03000000000313,Zhangzhou (226.0),China
227.0,Vadinar,Sea,Unknown,Unknown,IND,22.465500000000006,69.71929999999999,Vadinar (227.0),India
231.0,Cul De Sac,Sea,Small,Unknown,LCA,13.976699999999996,-61.022600000000004,Cul De Sac (231.0),Saint Lucia
233.0,Skredsvik,Sea,Unknown,Unknown,SWE,58.39990000000103,11.476699999999552,Skredsvik (233.0),Sweden
235.0,Fuikbaai,Sea,Small,Unknown,ANT,12.0463,-68.8302,Fuikbaai (235.0),Netherlands Antilles
236.0,Mina Saqr,Sea,Unknown,Open,ARE,25.973299999999792,56.05410000000031,Mina Saqr (236.0),United Arab Emirates
238.0,Hitachinaka,Sea,Unknown,Open,JPN,36.4238,140.607,Hitachinaka (238.0),Japan
241.0,Osaka,Sea,Unknown,Open,JPN,34.642200000001914,135.41800000002954,Osaka (241.0),Japan
242.0,Rochester,Lake,Unknown,Open,USA,43.267799999999994,-77.64110000000002,Rochester (242.0),United States of America
246.0,Ferndale,Sea,Unknown,Open,USA,48.805699999998524,-122.70199999999762,Ferndale (246.0),United States of America
252.0,Traver,Lake,Unknown,Open,USA,44.7657,-85.6191,Traver (252.0),United States of America
253.0,Ramseur,Sea,Unknown,Open,USA,42.6435,-73.7494,Ramseur (253.0),United States of America
255.0,Granton,Sea,Unknown,Unknown,GBR,55.98270000000038,-3.2042999999999826,Granton (255.0),U.K. of Great Britain & Northern Ireland
256.0,Straumsvik,Sea,Unknown,Unknown,ISL,64.0424,-22.0448,Straumsvik (256.0),Iceland
257.0,Akrotiri,Sea,Unknown,Open,CYP,34.57560000000011,32.98909999999981,Akrotiri (257.0),Cyprus
258.0,Arguineguin,Sea,Unknown,Unknown,ESP,27.7525,-15.659699999999999,Arguineguin (258.0),Spain
259.0,Tokyo,Sea,Unknown,Open,JPN,35.60679999999266,139.80200000000337,Tokyo (259.0),Japan
261.0,Muhammad Bin Qasim,Sea,Medium,Unknown,PAK,24.762799999999984,67.33040000000004,Muhammad Bin Qasim (261.0),Pakistan
263.0,Basarabi,Sea,Unknown,Unknown,ROU,44.1204,28.4781,Basarabi (263.0),Romania
265.0,Michurin,Sea,Unknown,Unknown,BGR,42.1718,27.8627,Michurin (265.0),Bulgaria
266.0,Port Kamsar,Sea,Small,Open,GIN,10.6473,-14.616199999999997,Port Kamsar (266.0),Guinea
280.0,Havana,Unknown,Large,Unknown,CUB,23.1525,-81.6494,Havana (280.0),Cuba
288.0,Keta,Sea,Very Small,Open,GHA,5.905230000000002,0.9924999999999999,Keta (288.0),Ghana
289.0,Galle,Sea,Small,Unknown,LKA,6.03551,80.232,Galle (289.0),Sri Lanka
296.0,Kaohsiung,Sea,Unknown,Unknown,CHN,22.60790000000247,120.26099999998137,Kaohsiung (296.0),China
297.0,Yonkers,Sea,Unknown,Open,USA,40.951300000000444,-73.90540000000135,Yonkers (297.0),United States of America
300.0,St Petersburg,Sea,Unknown,Unknown,RUS,59.91670000000151,30.25750000000491,St Petersburg (300.0),Russian Federation
301.0,Puerto Barrios,Sea,Small,Unknown,GTM,15.735200000000036,-88.60460000000015,Puerto Barrios (301.0),Guatemala
302.0,Conakry,Sea,Small,Open,GIN,9.519049999999995,-13.715199999999998,Conakry (302.0),Guinea
305.0,Shimizu,Sea,Unknown,Unknown,JPN,34.999799999999716,138.50200000000027,Shimizu (305.0),Japan
306.0,Limetree Bay,Sea,Very Small,Unknown,VIR,17.713700000000006,-64.74939999999997,Limetree Bay (306.0),United States Virgin Islands
307.0,Larne,Sea,Unknown,Unknown,GBR,54.8500999999998,-5.798700000000031,Larne (307.0),U.K. of Great Britain and Northern Ireland
308.0,Tarragona,Sea,Unknown,Unknown,ESP,41.110899999999766,1.2407000000000032,Tarragona (308.0),Spain
310.0,Saint George'S,Sea,Small,Unknown,GRD,12.0629,-61.7522,Saint George'S (310.0),Grenada
311.0,Seattle,Sea,Unknown,Open,USA,47.6729000000039,-122.40899999999164,Seattle (311.0),United States of America
312.0,Vestmanhavn,Sea,Unknown,Unknown,FRO,62.15160000000008,-7.174800000000003,Vestmanhavn (312.0),Faroe Islands
314.0,Mo I Rana,Sea,Unknown,Unknown,NOR,66.32910000000143,14.171099999999678,Mo I Rana (314.0),Norway
315.0,Marsaxlokk,Sea,Unknown,Unknown,MLT,35.81259999999923,14.543900000000308,Marsaxlokk (315.0),Malta
317.0,Sitia,Sea,Unknown,Unknown,GRC,35.203300000000006,26.124900000000007,Sitia (317.0),Greece
319.0,Hadsund,Sea,Unknown,Unknown,DNK,56.710799999999985,10.12670000000001,Hadsund (319.0),Denmark
320.0,Rio Marina,Sea,Unknown,Unknown,ITA,42.81169999999951,10.431300000000121,Rio Marina (320.0),Italy
321.0,Lorient,Sea,Unknown,Unknown,FRA,47.75029999999975,-3.355100000000029,Lorient (321.0),France
323.0,Gruvon,Sea,Unknown,Unknown,SWE,59.33429999999999,13.108900000000004,Gruvon (323.0),Sweden
324.0,Svelgen,Sea,Unknown,Unknown,NOR,61.76780000000105,5.293899999999908,Svelgen (324.0),Norway
326.0,El Minie,Unknown,Very Small,Open,LBN,34.4836,35.92340000000001,El Minie (326.0),Lebanon
327.0,Lubeck,Sea,Unknown,Unknown,DEU,53.854900000000164,10.685699999999999,Lubeck (327.0),Germany
328.0,Killybegs,Sea,Unknown,Unknown,IRL,54.63420000000026,-8.450000000000031,Killybegs (328.0),Ireland
329.0,Haderslev,Sea,Unknown,Unknown,DNK,55.25230000000001,9.515700000000002,Haderslev (329.0),Denmark
330.0,Hirohata,Sea,Unknown,Unknown,JPN,34.78229999999954,134.6230000000021,Hirohata (330.0),Japan
335.0,Port Dover,Lake,Unknown,Open,CAN,42.78069999999998,-80.1815999999999,Port Dover (335.0),Canada
336.0,Hobro,Sea,Unknown,Unknown,DNK,56.6342,9.8139,Hobro (336.0),Denmark
337.0,Sharjah,Sea,Medium,Open,ARE,25.367100000001273,55.38850000000076,Sharjah (337.0),United Arab Emirates
338.0,Alliance,Sea,Unknown,Open,USA,29.662400000000098,-89.96160000000047,Alliance (338.0),United States of America
339.0,Isthmia,Sea,Unknown,Unknown,GRC,37.91589999999997,23.01510000000023,Isthmia (339.0),Greece
340.0,Cotonou,Sea,Medium,Open,BEN,6.3553199999999626,2.4565999999999897,Cotonou (340.0),Benin
342.0,Porto Corsini,Sea,Unknown,Unknown,ITA,44.48609999999778,12.28670000000028,Porto Corsini (342.0),Italy
345.0,Cobh,Sea,Unknown,Unknown,IRL,51.84880000000327,-8.315399999999777,Cobh (345.0),Ireland
346.0,Genova,Unknown,Unknown,Unknown,ITA,44.4167,8.96667,Genova (346.0),Italy
347.0,Leer,Sea,Unknown,Unknown,DEU,53.230499999999836,7.435699999999999,Leer (347.0),Germany
349.0,Naze,Sea,Unknown,Open,JPN,28.38260000000001,129.49299999999997,Naze (349.0),Japan
352.0,Hopa,Sea,Small,Unknown,TUR,41.4052,41.4305,Hopa (352.0),Turkey
353.0,Soraker,Sea,Unknown,Unknown,SWE,62.5027,17.5115,Soraker (353.0),Sweden
355.0,El Heri,Unknown,Very Small,Open,LBN,34.3054,35.7066,El Heri (355.0),Lebanon
356.0,Port Colborne,Lake,Unknown,Open,CAN,42.87649999999895,-79.25220000000178,Port Colborne (356.0),Canada
358.0,Cadiz,Sea,Unknown,Unknown,ESP,36.532400000000045,-6.296900000000028,Cadiz (358.0),Spain
369.0,Sabine,Sea,Unknown,Open,USA,29.717499999999262,-93.86540000000105,Sabine (369.0),United States of America
370.0,Fernandina Beach,Sea,Unknown,Open,USA,30.688699999999994,-81.45540000000003,Fernandina Beach (370.0),United States of America
373.0,Point Comfort,Sea,Unknown,Open,USA,28.640000000000015,-96.56750000000007,Point Comfort (373.0),United States of America
374.0,Zelenika,Sea,Unknown,Unknown,MNE,42.4485,18.5725,Zelenika (374.0),Montenegro
375.0,Bangkok,River,Medium,Open,THA,13.682600000000088,100.51899999999604,Bangkok (375.0),Thailand
380.0,Es Saadiyat,Unknown,Very Small,Open,LBN,33.6956,35.4261,Es Saadiyat (380.0),Lebanon
387.0,Favignana,Sea,Unknown,Unknown,ITA,37.9351,12.3287,Favignana (387.0),Italy
388.0,Portsmouth,Sea,Unknown,Unknown,GBR,50.79960000000685,-1.1094999999998023,Portsmouth (388.0),U.K. of Great Britain & Northern Ireland
392.0,Carloforte,Sea,Unknown,Unknown,ITA,39.13059999999997,8.309700000000005,Carloforte (392.0),Italy
396.0,Glomfjord,Sea,Unknown,Unknown,NOR,66.8030999999991,13.985699999999875,Glomfjord (396.0),Norway
399.0,Dakar,Sea,Medium,Open,MLI,14.686,-17.426,Dakar (399.0),
410.0,Tema,Sea,Medium,Open,GHA,5.629729999999888,0.010300000000000344,Tema (410.0),Ghana
417.0,Funchal,Sea,Unknown,Unknown,PRT,32.64210000000002,-16.9067,Funchal (417.0),Madeira Islands
420.0,Contrecoeur,Sea,Unknown,Open,CAN,45.8847000000001,-73.21990000000004,Contrecoeur (420.0),Canada
423.0,Amal,Sea,Unknown,Unknown,SWE,59.05259999999999,12.718100000000002,Amal (423.0),Sweden
424.0,Lome,Sea,Small,Open,TGO,6.142420000000082,1.2842499999999855,Lome (424.0),Togo
426.0,Freetown,Sea,Small,Open,SLE,8.49123,-13.2325,Freetown (426.0),Sierra Leone
427.0,Bissau,Sea,Small,Open,GNB,11.8611,-15.5859,Bissau (427.0),Guinea-Bissau
435.0,Ardalstangen,Sea,Unknown,Unknown,NOR,61.24870000000009,7.7150999999999295,Ardalstangen (435.0),Norway
436.0,Cartagena,Sea,Large,Open,COL,10.405800000000344,-75.53290000000206,Cartagena (436.0),
441.0,Dusseldorf,Sea,Unknown,Unknown,DEU,51.2291000000001,6.76950000000005,Dusseldorf (441.0),Germany
445.0,Odessa,Sea,Medium,Open,UKR,46.493700000001965,30.75469999999939,Odessa (445.0),Ukraine
446.0,Kherson,Sea,Medium,Open,UKR,46.65920000000005,32.66669999999994,Kherson (446.0),Ukraine
447.0,Yalta,Sea,Small,Open,UKR,44.4958,34.1701,Yalta (447.0),Ukraine
449.0,Reni,River,Small,Open,UKR,45.4222,28.2937,Reni (449.0),Ukraine
454.0,Port Weller,Lake,Unknown,Open,CAN,43.22910000000001,-79.20849999999999,Port Weller (454.0),Canada
455.0,Gatun,Lake,Very Small,Unknown,PAN,9.263630000000232,-79.9153999999985,Gatun (455.0),Panama
460.0,Verdal,Sea,Unknown,Unknown,NOR,63.793900000000356,11.480300000000081,Verdal (460.0),Norway
475.0,Fecamp,Sea,Unknown,Unknown,FRA,49.762099999999926,0.3572999999999988,Fecamp (475.0),France
479.0,Tripoli,Sea,Small,Open,LBN,34.4525000000001,35.83129999999989,Tripoli (479.0),Lebanon
480.0,Lattakia,Sea,Medium,Open,SYR,35.51170000000001,35.77030000000005,Lattakia (480.0),Syrian Arab Republic
481.0,Tartous,Sea,Medium,Open,SYR,34.896500000000024,35.88729999999999,Tartous (481.0),Syrian Arab Republic
486.0,Beirut,Sea,Large,Open,LBN,33.90149999999995,35.51779999999981,Beirut (486.0),Lebanon
501.0,Zeytinburnu,Unknown,Small,Open,TUR,40.97960000000097,28.892699999997784,Zeytinburnu (501.0),Turkey
505.0,Oswego,Lake,Unknown,Open,USA,43.46430000000004,-76.51470000000006,Oswego (505.0),United States of America
509.0,Squamish,Sea,Unknown,Open,CAN,49.689800000000076,-123.16400000000004,Squamish (509.0),Canada
510.0,Unalaska,Sea,Unknown,Open,USA,53.87090000000004,-166.52399999999935,Unalaska (510.0),United States of America
511.0,Dutch Harbor,Sea,Unknown,Open,USA,53.89069999999993,-166.54899999999944,Dutch Harbor (511.0),United States of America
512.0,Atreco,Sea,Unknown,Open,USA,29.97879999999807,-93.89159999999359,Atreco (512.0),United States of America
513.0,Lake Charles,Sea,Unknown,Open,USA,30.216599999999772,-93.23209999999656,Lake Charles (513.0),United States of America
514.0,Plaquemine,Sea,Unknown,Open,USA,30.286899999999278,-91.2243000000015,Plaquemine (514.0),United States of America
515.0,Wilmington,Sea,Unknown,Open,USA,34.23899999999972,-77.95739999999957,Wilmington (515.0),United States of America
516.0,Coos Bay,Sea,Unknown,Open,USA,43.372,-124.208,Coos Bay (516.0),United States of America
517.0,Montreal,Sea,Unknown,Open,CAN,45.5016999999953,-73.54810000000982,Montreal (517.0),Canada
521.0,Brunswick,Sea,Unknown,Open,USA,31.148600000000158,-81.50050000000005,Brunswick (521.0),United States of America
522.0,Annapolis,Sea,Unknown,Open,USA,38.939699999999895,-76.46919999999996,Annapolis (522.0),United States of America
524.0,Brockville,Sea,Unknown,Open,CAN,44.59829999999985,-75.68039999999974,Brockville (524.0),Canada
526.0,Becancour,Sea,Unknown,Open,CAN,46.3928,-72.3794,Becancour (526.0),Canada
527.0,Silverdale,Sea,Unknown,Open,USA,47.644299999999944,-122.69199999999957,Silverdale (527.0),United States of America
528.0,Cowichan Bay,Sea,Unknown,Open,CAN,48.75850000000068,-123.64699999999827,Cowichan Bay (528.0),Canada
530.0,Campbell River,Sea,Unknown,Open,CAN,50.02720000000033,-125.24100000000101,Campbell River (530.0),Canada
531.0,Port Angeles,Sea,Unknown,Open,USA,48.13609999999977,-123.40400000000074,Port Angeles (531.0),United States of America
532.0,Lamlash,Sea,Unknown,Unknown,GBR,55.532100000000256,-5.069999999999989,Lamlash (532.0),U.K. of Great Britain & Northern Ireland
533.0,Burntisland,Sea,Unknown,Unknown,GBR,56.055899999999504,-3.227100000000034,Burntisland (533.0),U.K. of Great Britain & Northern Ireland
535.0,Portrush,Sea,Unknown,Unknown,GBR,55.20310000000017,-6.658799999999987,Portrush (535.0),U.K. of Great Britain & Northern Ireland
536.0,Patmos,Sea,Unknown,Unknown,GRC,37.320600000000006,26.552899999999998,Patmos (536.0),Greece
537.0,Chioggia,Sea,Unknown,Unknown,ITA,45.20569999999921,12.281699999999693,Chioggia (537.0),Italy
538.0,Trieste,Sea,Unknown,Unknown,ITA,45.65080000000231,13.754099999998948,Trieste (538.0),Italy
539.0,Puttgarden,Sea,Unknown,Unknown,DEU,54.50609999999879,11.228900000000342,Puttgarden (539.0),Germany
540.0,Sassnitz,Sea,Unknown,Unknown,DEU,54.52210000000011,13.671299999999977,Sassnitz (540.0),Germany
541.0,Conneaut,Lake,Unknown,Open,USA,41.96549999999997,-80.54609999999994,Conneaut (541.0),United States of America
542.0,Windsor,Lake,Unknown,Open,CAN,42.3246999999984,-82.97229999999642,Windsor (542.0),Canada
543.0,Wrightsville,Sea,Unknown,Open,USA,34.21789999999999,-77.79880000000001,Wrightsville (543.0),United States of America
544.0,Lewes,Sea,Unknown,Open,USA,38.778000000000084,-75.13099999999983,Lewes (544.0),United States of America
545.0,Tenes,Sea,Unknown,Open,DZA,36.5181,1.3061000000000005,Tenes (545.0),Algeria
546.0,Horten,Sea,Unknown,Unknown,NOR,59.40829999999984,10.494699999999755,Horten (546.0),Norway
547.0,Slemmestad,Sea,Unknown,Unknown,NOR,59.78650000000011,10.509700000000013,Slemmestad (547.0),Norway
549.0,Kristiansund,Sea,Unknown,Unknown,NOR,63.11389999999691,7.74889999999912,Kristiansund (549.0),Norway
550.0,Ellesmere Port,Sea,Unknown,Unknown,GBR,53.298500000000544,-2.8963000000000374,Ellesmere Port (550.0),U.K. of Great Britain & Northern Ireland
551.0,Immingham,Sea,Unknown,Unknown,GBR,53.62809999998952,-0.18419999999997988,Immingham (551.0),U.K. of Great Britain & Northern Ireland
553.0,Pauillac,Sea,Unknown,Unknown,FRA,45.201399999999936,-0.7367999999999993,Pauillac (553.0),France
554.0,Braila,Sea,Unknown,Unknown,ROU,45.26499999999999,27.972500000000004,Braila (554.0),Romania
555.0,Bakar,Sea,Unknown,Unknown,HRV,45.30319999999945,14.535700000000201,Bakar (555.0),Croatia
556.0,Rochefort,Sea,Unknown,Unknown,FRA,45.94130000000027,-0.9499999999999952,Rochefort (556.0),France
558.0,Rye,Sea,Unknown,Unknown,GBR,50.952699999999936,0.7331000000000002,Rye (558.0),U.K. of Great Britain and Northern Ireland
559.0,Calais,Sea,Unknown,Unknown,FRA,50.969099999994796,1.8510999999998996,Calais (559.0),France
560.0,Tilbury,Sea,Unknown,Unknown,GBR,51.454499999996,0.35890000000002503,Tilbury (560.0),U.K. of Great Britain and Northern Ireland
561.0,Rochford,Sea,Unknown,Unknown,GBR,51.58050000000002,0.7216999999999988,Rochford (561.0),U.K. of Great Britain and Northern Ireland
564.0,Bremen,Sea,Unknown,Unknown,DEU,53.110400000002684,8.748700000000094,Bremen (564.0),Germany
